,AMAT US Equity,COKE US Equity,WDFC US Equity,AAPL US Equity,KLAC US Equity,SEIC US Equity,AMGN US Equity,HCSG US Equity,PAYX US Equity,LRCX US Equity,MGRC US Equity,JKHY US Equity,LYTS US Equity,ROST US Equity,ADBE US Equity,ASTE US Equity,CERN US Equity,FISV US Equity,HTLD US Equity,JJSF US Equity,MSFT US Equity,TROW US Equity,VIVO US Equity,WERN US Equity,FAST US Equity,IIVI US Equity,IMKTA US Equity,XRAY US Equity,CGNX US Equity,CRUS US Equity,DGII US Equity,GIII US Equity,GSBC US Equity,NEOG US Equity,CSCO US Equity,HOLX US Equity,MTRX US Equity,TRMB US Equity,EZPW US Equity,LCUT US Equity,MNRO US Equity,ODFL US Equity,PRGS US Equity,QCOM US Equity,WRLD US Equity,CACC US Equity,GILD US Equity,ICUI US Equity,OFIX US Equity,PDCO US Equity,SBUX US Equity,SCHL US Equity,SNPS US Equity,WIRE US Equity,BANF US Equity,INTU US Equity,ITRI US Equity,LSTR US Equity,MCHP US Equity,MCRI US Equity,NATH US Equity,ORLY US Equity,PZZA US Equity,RCKY US Equity,REG US Equity,ROCK US Equity,SANM US Equity,SCVL US Equity,SHOO US Equity,UEIC US Equity,UFPI US Equity,UFPT US Equity,URBN US Equity,ADTN US Equity,CPRT US Equity,FLEX US Equity,MATW US Equity,PENN US Equity,SGMA US Equity,TESS US Equity,USAP US Equity,VECO US Equity,CTXS US Equity,DLTR US Equity,HSIC US Equity,KFRC US Equity,NATI US Equity,NSIT US Equity,NTAP US Equity,POOL US Equity,RICK US Equity,SBGI US Equity,SMSI US Equity,ANSS US Equity,CALM US Equity,CHKP US Equity,CSGS US Equity,FORR US Equity,HIBB US Equity,KVHI US Equity,OTEX US Equity,SRCL US Equity,STRA US Equity,TACT US Equity,VSAT US Equity,WLFC US Equity,AMZN US Equity,CHRW US Equity,CLWT US Equity,CWST US Equity,EEFT US Equity,AMKR US Equity,EBAY US Equity,ICLR US Equity,MANH US Equity,MSTR US Equity,PAA US Equity,RBCAA US Equity,VRSN US Equity,AKAM US Equity,ARLP US Equity,FFIV US Equity,FISI US Equity,FLWS US Equity,MKSI US Equity,NTCT US Equity,NVDA US Equity,PCTI US Equity,PRFT US Equity,RDWR US Equity,SALM US Equity,UTHR US Equity,HSTM US Equity,ILMN US Equity,ISRG US Equity,XOM US Equity,SLB US Equity,MNST US Equity,LMT US Equity,NFLX US Equity,ORCL US Equity,PG US Equity,TTEK US Equity,WFC US Equity,WMT US Equity,BA US Equity
2006-11-24,-61.60483096701557,-240.06833116852093,-925.5525839997797,-17.711596818178364,-2428.3508992223137,-130.7695869889309,-11133.81238420469,-55.17130851700134,-59.539473415563144,-55.77281111827878,-131.8152013639571,-315.78889152275127,-128.67437295614712,-96.46975180893575,-642.1192325038476,-113.16715278885714,-76.31483013869078,-151.86614004166753,-160.6723694274393,-103.6247337014993,-109.39410006728227,-63.41323322918125,-147.56221337810362,-50.46658882228227,-226.2005408407532,-204.54314177340368,-191.7089910921475,-203.21530939326476,-164.12990398822322,-1006.9498420643235,-389.0895602499923,-199.33168704143682,-26.031621460417163,-720.5086540246748,-415.9646937868095,-33.078190715515305,-224.9623185375678,-26.14207243671229,-74.79321885371687,-54.842824235167896,-38.73666494299615,-34.70285380246963,-361.3657084450831,-1048.1124200984575,-59.70971497496864,-363.08071639311646,-18.137351700794976,-29.574155910986434,-33.57908390603966,-10.076643543500754,-43.35552905803089,-149.35860070032734,-157.19696677837536,-17.420242898428583,-210.05708230595133,-63.09736815495891,-155.60301930721508,-119.7577563938243,-2446.6106329779855,-139.5979781116829,-157.67458274290485,-95.33288682571148,-145.32999832760424,-96.91892707409086,-6.6993535262835895,-3375.2502733849497,-44.37102721475252,-23.26337867571244,-49.16347486775788,-43.925299645642106,-279.0802669163315,-34.23329477552525,-183.0012244893913,-26.866418916483457,-171.50043835869715,-67.65060975133422,-73.5323830557384,-47.38689235477358,-45.18815840306736,-69.2550466309411,-1124.4979803945632,-44.657123635381794,-176.188672733829,-75.6820563484548,-531.5121093551973,-38.99337932464206,-386.65853224804704,-120.60565958289892,-50.90934755481614,-180.09841851360878,-40.99978338363409,-55.63169641212981,-73.38419579594863,-36.07412172213652,-124.20831903683751,-62.736509600345485,-4013.311170530626,-48.436592049949425,-29.623308781134142,-39.01668588983945,-352.16455940171187,-144.88860115266974,-36.163809886344204,-17.773321253316418,-301.1060989807461,-155.01346758210394,-428.1233931874521,-61.73970636359921,-2.2376625331787823,-24.82010703772584,-47.04028413738127,-20.751650367688754,-132.07483208023325,-83.28169094452596,-85.15500785941177,-159.97047308900122,-59.74840161867859,-22.092770354221173,-46.88986303536457,-38.69125035407612,-158.1262203748946,-71.40258190341886,-252.25140523479132,-36.952470369806214,-498.32673807195476,-284.07777255811027,-73.4755840084576,-68.33554282158097,-15.63400357041368,-41.20967812299745,-91.5669295677771,-87.88530784875383,-132.52485844014316,-34.43636478984309,-31.250993146030076,-145.1042037056143,-40.31087744032106,-34.034452432264665,-695.7966221812234,-91.72794088592323,-190.40394415129305,-270.4271437701498,-125.538854284471,-69.96904762081793,-168.72689721759028,-506.66596123943606
2006-12-01,-42.86432089860105,-39.60262578518561,-75.94788836061508,-23.56938933000904,-79.75921469506983,-80.65449872971737,-33.58023609802819,-59.311966568605314,-24.015208445101614,-22.282054627555034,-186.0812132878739,-34.793787470933175,-43.0345292273646,-130.51626942817518,-13.168879790328115,-158.3245456184594,-54.968320179194194,-60.2323376613556,-34.16837973978016,-93.03981128180118,-85.14202275871259,-49.618196884231224,-39.41835597136238,-34.996199999999966,-71.56135308608232,-27.10301658526983,-37.33162974070504,-214.62551894894608,-29.36399737188237,-94.21341972472743,-36.26035446389911,-15.770751092847707,-16.6353455521115,-44.02198698914613,-215.7259908543378,-34.142332134811284,-115.69820956977945,-32.949193912579425,-35.221422791825795,-35.46838201294881,-36.8611094593137,-27.269088295903853,-16.797726506694083,-43.26991444219958,-30.3251116850877,-28.12497436390158,-19.32968643059371,-25.0975381538495,-42.192516525778856,-12.276176406597388,-29.22755728720788,-49.9746854172773,-11.310666935118256,-22.219292959058368,-234.9025580002492,-33.881436349326485,-70.79126778588082,-34.8335031644754,-112.15616559700041,-187.95267767059428,-96.14568052248151,-43.29028014884821,-34.34690000508624,-44.85383438996294,-8.131786746360502,-85.32204115173882,-61.79338082702183,-27.67685386979086,-68.94520859842733,-58.56911979803524,-81.5056683364847,-21.06171437128558,-237.0923683127106,-19.237013183014465,-227.64218485314817,-70.00029207662868,-37.27033102433647,-39.981288567848424,-21.220459412721535,-18.506008981459214,-137.77241555407548,-28.70275043123456,-29.23612368102994,-30.70908574189985,-100.85721580392492,-21.00166991037643,-32.30044604366969,-41.15969804714045,-26.49912878130138,-34.57948920559861,-53.49592356145876,-51.837236231432136,-20.227084235380115,-47.74099842190002,-119.49543703011501,-70.63742930004895,-182.7601524966566,-18.320777971408567,-30.220159519608533,-52.63697025766348,-18.955486533656114,-101.51899577949709,-29.124051307328347,-18.22323031417792,-35.909748962724194,-116.14023494106986,-21.683615749697065,-80.68143059943864,-3.6787811419373115,-24.71171322711588,-49.48689328139914,-28.78013509927725,-23.947769115079797,-97.88525003006744,-66.94773897667952,-27.91269374097101,-57.19529255122562,-26.04148782709039,-21.056423128093105,-16.8006824853434,-82.57825054834046,-57.901027065738006,-143.63301475750796,-46.67059312361973,-126.0658304927834,-77.79672288039774,-45.46924645313579,-75.26949593414403,-18.012042581627046,-17.1005162980045,-112.17815861015289,-95.85418586805679,-106.3872800546935,-25.68156728612197,-23.04781958686003,-27.14200622310276,-21.500077694771775,-50.11732956260156,-136.97956637163085,-99.9261314623948,-12.893996937973327,-102.17139323525817,-44.624269266575965,-64.70696029006152,-43.34189113619716,-656.607546579946
2006-12-08,-46.60177243919339,-32.60673984294475,-83.35998370106557,-28.749683865133843,-94.30774246612519,-76.2649884082596,-36.418684307221476,-55.72296285067656,-23.942088171067354,-26.837115462285567,-58.37127360761673,-32.48303526756349,-40.86981683516292,-159.15743358809277,-11.350618373820792,-147.73588570675977,-62.55538839465343,-74.04337718105468,-32.80773065573639,-28.45678775364419,-105.5199871296053,-53.63371589053718,-36.80558342261064,-39.94327642175963,-46.281362302381815,-33.75729306700092,-45.7741337767229,-187.76434550173244,-25.100445562169377,-97.87267389287095,-43.5993149671168,-6.522497600108631,-19.102815294361076,-54.33441741471901,-205.56973672391115,-23.195206543348114,-108.28173251768857,-38.440515335169316,-17.048888245248868,-43.338388275434426,-35.19902266298899,-23.17675600412767,-17.79524574920719,-19.959138806327147,-32.66562451245687,-32.43436950193559,-24.965171056807144,-30.153594013228776,-35.6464861803,-14.413567572560174,-36.41584704307104,-47.82104719171961,-9.517345309140465,-26.244669767710043,-95.07837874933682,-35.11372387483779,-86.16327008219812,-15.274849128573731,-110.6975969485241,-80.55409046188012,-37.231772629184704,-51.461382631997004,-32.96479242117029,-18.673339964232742,-11.128551215503359,-33.8359235035629,-68.08074344075004,-28.103196683090363,-79.78081288076741,-68.65490731354382,-57.05736473272531,-17.895576791624844,-34.793014286145805,-14.001967774419263,-63.09722913037241,-58.96127182694732,-34.43316776727605,-49.02814330904769,-25.43597772998284,-22.745524133183466,-34.854778727772484,-28.919835104225392,-25.131777818764668,-35.75312157222271,-79.83547272636771,-20.81225346425565,-33.53147264840926,-36.11890605621904,-33.056843629936,-23.442990246150067,-10.910698692355616,-32.047882163499864,-21.88881123601469,-44.01532586376101,-67.96140081300025,-41.95703392260872,-86.32851629135875,-23.047793541557024,-34.16357865886189,-23.320064429491964,-23.40522707802589,-122.29590980584614,-31.481957604775573,-17.909820499530674,-36.70567194291267,-88.2256427140135,-17.885564641209218,-58.765399402084974,-4.671356919394111,-22.82371403957258,-43.03514766083134,-29.468877986040756,-25.44877398012152,-36.85967100338993,-81.49502266515458,-20.859041728307766,-55.72041962428639,-27.702733314946972,-20.416044277752725,1.8810502532894127,-68.41178918814389,-34.61399344368526,-89.11866352291045,-57.151921347026935,-141.5961243690497,-30.29210454162884,-47.2641357082599,-54.13393450073385,-21.26144100577291,-14.190716991819897,-65.10267955414389,-117.65249966525211,-47.32233242584036,-22.20466068682955,-14.31229025596084,-32.24392427128812,-26.91612494921177,-5.867351410396299,-72.55751226758585,-32.90648190884915,-8.065404934364405,-110.56613331561829,-54.86198906190675,-76.1931864309082,-48.79833794013271,-316.441583614489
2006-12-15,-53.939318539385766,-32.83039992818533,-53.53576921112152,-32.18945273669915,-79.3597460613453,-72.2729750352435,-41.25166275130993,-34.67538647189619,-27.876145012779624,-31.387554479914648,-60.84733719538665,-35.535698141548174,-27.89594963130941,-125.6691008404058,-11.278615660761318,-46.30825644460484,-71.92626678492763,-66.13419000486995,-31.707354490977746,-23.874990102031543,-64.87716394792511,-62.2139541327947,-42.48636721425234,-33.136510490581664,-40.365277159683686,-35.46734771025101,-51.40213168483704,-62.77496683214218,-23.541864031536846,-82.04961773344895,-50.2971314751672,-5.865771760112715,-21.913896543534868,-54.9506401909357,-75.74023059410014,-27.72406229902846,-114.47985692018767,-31.83144034386193,-19.977282692003683,-49.24529753184082,-26.649745503199465,-19.093697912599012,-20.52367705282771,-18.970834824604225,-37.40970283852509,-30.95951604363452,-24.25181056789751,-33.386043468663935,-24.611197278798656,-16.5109701596895,-42.57783300132766,-52.50642511302483,-9.201891150886023,-21.48185893779256,-108.0364049144553,-41.154064305572746,-99.79534045343766,-11.267617524364749,-121.17282658725473,-85.50477702424749,-19.335372920652453,-59.60156814896618,-26.330308118721515,-10.22888666022873,-14.513416963864998,-23.41812459898879,-42.12251090302838,-18.337043840153772,-87.65255732582374,-72.42685893078287,-64.16102151495464,-20.32462384608935,-24.615509199266622,-16.412429068259193,-73.00006383338412,-51.26710678699028,-34.56334641072731,-56.613084959733904,-17.10689506278662,-22.25359569564796,-27.55004281131941,-31.900952375666247,-28.471659213134686,-40.785741001089534,-61.90399270646399,-19.119214058256677,-29.218894543429432,-28.43406954286196,-31.902892046688443,-21.197188938926153,-7.390763180495252,-24.858778090210453,-6.80321087084679,-35.80502294100725,-21.315472268832583,-49.56728540739594,-79.39733077303111,-27.151340748914862,-39.22031890684714,-14.89349818970898,-23.977641240704806,-87.25587603684826,-32.59369109081585,-15.748469739310556,-27.391867328183867,-74.69470431470376,-20.434399980120435,-67.99742685839001,-3.7931587234987387,-22.49164438838096,-29.931332875365026,-32.1490946610162,-29.493506412828815,-41.19601067635006,-38.34833173772275,-16.6422671724714,-41.344786831789506,-29.250876071243216,-21.87875688540591,7.802901037623473,-69.13622185108426,-30.35640914709544,-99.3415982272418,-29.480325209927297,-49.72750645061334,-23.37798010355416,-36.793805001366806,-38.434043455792626,-21.69066250421735,-14.10517915992764,-66.94799177794837,-28.496751133966846,-24.21229120750522,-27.34681452256684,-15.7965321384348,-31.513515695729986,-29.175732562603027,-4.7123026478266095,-83.83215102889551,-29.607120310868048,-7.376691465065429,-111.16323941721316,-60.60756539328911,-88.34002534621135,-54.65777565081512,-181.23770931204507
2006-12-22,-60.56835388609828,-34.19518394241357,-43.724793202900806,-21.264407957543362,-50.38645424362937,-80.591521106617,-37.84259311153394,-27.992703314089223,-31.553683148329725,-9.297271624669076,-59.009131559387455,-35.105163089875425,-18.06605547949453,-87.82522216523928,-14.049263676420017,-47.90741528438721,-43.64715842183232,-74.14928340446559,-28.229217041663205,-24.80905028100567,-73.279777828898,-65.55730944674173,-48.223930370055506,-26.36765682851119,-34.60847032565447,-31.99075390845379,-57.46579067268675,-31.025138141253407,-24.26023269509745,-87.06923524298513,-55.337521860645595,-6.194597960699255,-24.400825988544078,-54.84716699102362,-85.0115357727511,-26.797566578128162,-127.04063863726368,-31.268159081744283,-21.67547713544214,-12.734361092600967,-19.34765546473995,-15.830001050194415,-23.182345111766352,-22.4066984529638,-41.922145168106354,-32.11935755648997,-25.035554279378474,-37.29542144816134,-15.885525323607803,-18.683574052334627,-45.73390514505793,-52.75114793733221,-9.858540757103603,-16.57160801360738,-100.52011026422733,-35.50785176862345,-77.57787972041693,-9.942503107202302,-41.62237639766875,-95.33355684419263,-20.006904539413043,-66.09696379667066,-23.212405205055237,-10.45660042470142,-17.469866050322324,-26.121013015047374,-28.87821995529942,-16.725986965941797,-55.705914351779725,-80.48572237320894,-57.51071094756763,-19.48756170938346,-27.013975356667817,-18.686148849483672,-68.30329593518974,-52.449219125546676,-36.76130062196243,-32.103133540122734,-17.17146926001613,-15.55723574918187,-29.3719688485833,-31.023901527238326,-18.200399238520546,-43.7878544306263,-44.18673698092992,-18.085375065080612,-19.160329874824335,-22.29040182626046,-35.8763085385866,-21.40681248950849,-7.682733789248127,-20.125538375080623,-4.906106145817498,-23.671601623333004,-19.05961595807658,-46.747309493895834,-81.82332074333065,-23.477807931314537,-41.434757253623836,-15.433211590424959,-26.89320996065047,-92.46271541939473,-31.525734269823857,-15.160796054032726,-21.99247766060921,-47.25779347194785,-22.923405751610865,-26.56083564032321,-2.9241653253440085,-21.090772128234313,-21.620589871890093,-25.661706518364046,-20.98358236026932,-38.128773719419236,-36.99009297252351,-17.109105619368073,-45.01883682914525,-32.98773740412674,-24.33298775423388,5.265365505980084,-55.69963475680557,-33.17543581955077,-88.44732522066631,-28.60351932609971,-37.27704948167695,-26.588388370866802,-39.40529902058568,-42.01620741197327,-15.145937274983954,-14.308507215346284,-71.34381354721553,-16.267100708723085,-27.44663998663439,-31.859997675846806,-16.42287767171014,-35.378941622628645,-25.372554876256096,-4.2152267032421324,-77.95330190190337,-20.44811294708151,-6.653353785560302,-123.27886585425921,-67.23814989460878,-96.22942982673605,-50.11567317106579,-136.81324436125786
2006-12-29,-62.19465278380204,-28.999610256078657,-33.97954671852521,-16.31481356059356,-23.029232682747498,-18.73211202098281,-20.874505042870915,-20.68005425348598,-33.4797591704433,-7.599371184090023,-59.682779483723195,-27.746677019530683,-14.279857221090076,-64.76989383221255,-16.197248732098004,-52.11085216684856,-24.15005018169855,-70.73305153253514,-25.99256851085417,-20.356401408170363,-60.16853887684883,-32.32637814409017,-38.58134514482876,-23.126023246625625,-30.62677342667035,-33.11920145485485,-62.22018035351804,-23.393365433920717,-26.281415365505868,-95.09888929871222,-54.31441008302613,-6.9291781317726775,-21.5522947246958,-28.064330509494564,-84.17213901726956,-13.689046169254844,-134.5452708955022,-34.01720643349759,-23.954682199011266,-11.51472548416754,-19.66030216976395,-13.033775970443791,-25.62960587607348,-21.517259571427118,-35.4257885906852,-28.691929265750485,-10.418034281666399,-30.165586748045452,-17.770780921841116,-20.313448917001224,-25.354752955740523,-36.76495011564525,-10.321665040287634,-14.933398705525699,-77.97834095045847,-35.847233006801616,-35.30073250971421,-10.616671773830124,-30.293422196057783,-69.21874742827993,-18.95210114253285,-59.00100244216714,-18.498058993251238,-10.699957065532892,-17.842665669928596,-15.435947750498185,-26.99398318294646,-14.616984731960542,-28.754638802455073,-83.90593747195501,-43.681290871563505,-10.438662274351115,-29.928165320792818,-16.439097798108527,-75.2156569573944,-30.997353071188254,-38.42552682616113,-27.876778569445175,-18.164679650887646,-16.14540850657545,-22.81711369840788,-32.4997093452261,-14.076942909642181,-46.931369811974506,-34.5584669166731,-15.648777816740939,-15.770598053454297,-13.735241443987494,-38.15584163418636,-22.089063544946324,-7.910641915498211,-22.0758522290161,-2.386114094594017,-8.064253917113192,-19.852027925184636,-37.5378090776188,-53.93967054563107,-15.817272099117519,-39.48525499956806,-16.51474248915594,-19.204357061963133,-99.21186708876452,-17.66036551172254,-15.057130658268273,-21.30578608012061,-29.198273126907214,-15.486030794209336,-25.934238399012003,-2.751757219588936,-20.487322024812368,-17.46233139799333,-22.29584352918799,-12.732939702593708,-26.959267822144966,-39.55226329091701,-12.115654798542938,-10.147997250908894,-33.637690281805206,-23.82645780633496,3.349359736001908,-41.30640811465144,-23.307103735333147,-89.85611812920676,-31.095652489517295,-37.36926075232496,-29.299487091043225,-42.133642044697666,-31.587719157214284,-10.425130831203406,-14.941224526482902,-56.58110144009803,-6.309398413802259,-30.329740878069526,-3.608905217922807,-6.030388458789172,-35.868301536406605,-15.735745985247114,-3.0153169916533678,-84.72029985335332,-15.448486269397556,-6.520259972283948,-90.14241494983267,-54.509771441580604,-57.68737328914596,-53.90725902265309,-34.96711744905095
2007-01-05,-57.302111470995776,-31.35489596134161,-36.937157012314955,-14.926831093986229,-19.751651756166535,-13.832592728516255,-21.58654649457825,-22.52026574546651,-36.646700531709875,-7.335228994936705,-50.1180566858804,-25.394302380932103,-14.39686122087348,-46.565742405752744,-18.10419006703289,-47.11137083753704,-20.405689883348906,-69.81012942679699,-27.94045854522477,-15.990114454247403,-51.15424403495003,-35.06344390139753,-40.48150699227598,-24.965488245290388,-31.58990385767454,-28.77453051184865,-43.639322220203894,-21.95241961372477,-28.033256204482118,-37.75529084255961,-41.91759659366909,-7.45111460593259,-16.224942236208,-27.850767434345517,-41.289258522562605,-11.016233997496817,-144.71371407318307,-30.60171102347151,-26.014261234005875,-12.122154203297214,-17.57989974248069,-13.750608284701034,-27.79104397949584,-23.3015023569257,-36.430374669253084,-15.278576081960564,-7.004563219285519,-27.726224972304237,-19.32115041001419,-21.989064402277517,-20.53655204350018,-37.41046910120336,-11.059144685770477,-13.389264383422425,-40.75859082573825,-31.67828093303777,-23.100950848401,-11.499330938176007,-31.59857708383868,-71.75374260418566,-18.03817572530873,-54.84386448997572,-16.226359842541868,-11.233747100092984,-17.18133635559195,-13.089441094969692,-26.21290593838656,-14.716405329914732,-28.026519761238365,-43.10241677028288,-42.449765476064336,-11.033505736815526,-30.949115541557468,-14.122698830329883,-65.29835754266395,-28.269945998892876,-41.493838474985544,-29.856906066725923,-19.47148487919078,-14.238801884735,-19.039634684631924,-34.9757779746507,-13.923716448664003,-36.176857059519534,-29.58637032301331,-15.080771817968317,-14.057869094762193,-11.993581361718482,-39.344587458625085,-23.595560815986786,-8.722178735256215,-22.871008353439528,-1.2379092365596494,-6.001865736082666,-18.639189162299175,-34.70558677692255,-37.577244618711106,-15.689813552057155,-30.62444628108491,-16.20235168798624,-13.486297492303047,-72.44544953724021,-14.513647746110367,-15.263890276724867,-22.02559220875676,-27.245142517403632,-12.458277906176564,-27.789021004679327,-3.0711469073663347,-20.18717780762313,-14.585494165828061,-23.941928863656557,-11.552617668408958,-24.428338222646932,-27.52989340960061,-11.06735550891116,-8.927383693300444,-28.769567383901876,-25.56006497814029,3.1041717522511334,-31.073619174460376,-22.18243666904836,-81.40729990424865,-33.39340019292092,-40.2865135199913,-29.24690650506993,-24.32319472996241,-33.51035155007341,-9.655460741071487,-16.531831130012886,-31.34748267562883,-3.786448364719492,-32.64621256214302,-0.9144853091806304,-3.361320924818365,-37.01654630121364,-10.286140417974249,-2.5138667272124406,-90.77806918316061,-12.293804840726816,-6.930989053199754,-65.94679415080228,-50.97723759813894,-50.721295798078884,-54.53545831043736,-29.156482936027437
2007-01-12,-33.91894661303094,-30.15165569701432,-39.61339092601851,-15.279257921686018,-20.780925218274263,-13.81195953282974,-23.33777298594589,-23.745104870975144,-38.678801000608374,-7.697643148641055,-43.753291579158955,-25.596830176945133,-12.958644734288736,-24.997010683487225,-19.062529370677343,-48.75306397842993,-20.874136018381154,-63.71034902920263,-29.306837479189202,-16.586953386636356,-47.684146948681025,-28.426230877596165,-23.17625433396312,-26.063153512676724,-33.210147730778985,-24.8994696246898,-19.065769442188866,-23.186029215646453,-29.754551531234384,-16.20232116832827,-41.19606465628496,-7.679333619447184,-16.151076267487475,-28.243493775585993,-29.07685067287965,-10.763534545789954,-52.884878817725,-25.173901481123714,-27.727784995199094,-12.626621760005444,-18.534634039975153,-14.664418810363744,-29.70298020640321,-25.007733017770736,-38.88035280362398,-14.506043157865498,-6.503187001848204,-27.629857356656736,-20.36355587085598,-23.37555395175821,-20.297824718627453,-34.80525221105936,-11.407786982375466,-13.14483185829659,-40.14966627194127,-32.39933232414701,-15.992286722477006,-12.236784264524443,-26.384931903414515,-47.58203605101525,-18.544334142425775,-58.45855304226627,-16.24173234239595,-10.761409083282308,-18.788094252173103,-11.477025616518278,-26.108708950171042,-13.902869571576089,-24.556748468270168,-32.75100368834925,-44.81349052862324,-11.789895647000467,-16.820544198687344,-12.542499732871118,-58.37907479282718,-30.174945128380767,-35.169468467584004,-27.304307126636388,-17.84654494258097,-12.72832987754558,-20.01928810362856,-23.475793532113087,-14.415795937528847,-32.55813660712709,-22.20951614078245,-15.463979696169964,-14.152949988414903,-11.99589454942204,-42.35582200271818,-18.630099763054695,-9.079674051724652,-20.222008842634718,-0.6341966243631685,-5.267523244895661,-11.758248134152202,-30.66921174714086,-36.170432774582224,-16.55216774421043,-27.304353770015872,-16.992988932593377,-11.038515632117317,-77.6254359309733,-14.262522131056855,-15.968218635174583,-20.180383444982155,-27.03805597647883,-11.241804199230371,-26.608085418193717,-2.894843095790195,-18.554829992997924,-12.128102926136808,-16.254479625054042,-10.517612023382032,-26.042964949614827,-26.40400938049053,-11.730241586825809,-8.497121232243748,-28.36178088734915,-27.14330931897522,2.701672313341213,-29.17101537485623,-23.035250686401866,-79.97630217444771,-35.419362546375176,-41.82547866269335,-29.081369196783193,-24.90415829323455,-34.86279253902336,-9.517164706308776,-17.807714504726857,-29.098379837997363,-3.3701153479286905,-27.47261172489648,-0.007864855474775112,-2.322732106597366,-37.05014819738146,-8.1487454274716,-0.5260794380358336,-56.11267057579551,-9.141288624917292,-7.438960105904966,-70.38452846604868,-49.91875240732637,-47.22209489522226,-50.98097483641767,-25.63999756732005
2007-01-19,-35.96836779639643,-31.943275364616717,-41.80464015574017,-16.196468029792992,-16.433668321542882,-14.43336968230498,-24.81487125700439,-24.806017933146162,-41.620764000058315,-6.871879518631289,-44.54215967533393,-24.145383369455182,-13.522382108762377,-23.793271620667667,-16.78062052891686,-42.55718740789845,-20.561978636795804,-66.01383106736192,-27.67458749724333,-17.490972809478325,-47.676775144284555,-29.029950646897184,-15.00521199303823,-26.033166803787086,-34.87494674242999,-24.753594652934964,-17.308451601068757,-24.29182166616648,-30.325799338463796,-13.609119914987195,-18.792420340764302,-7.3187936252268635,-14.611698151464418,-28.290375077133294,-29.97483111195045,-11.321073267193318,-41.18723979736445,-25.18692324625636,-14.271821259331428,-13.396452978627034,-19.692046496420417,-15.615738046004903,-31.20814894041016,-27.017793451393803,-20.840274925324604,-10.009688844059099,-6.378705871370622,-21.641895575546084,-21.638833986943194,-24.160553785577527,-19.879701968752364,-34.25505026228245,-12.257273583980265,-12.74950262843107,-39.80964322843298,-33.96199918466649,-14.17147212673501,-13.006468105308954,-28.164904691803848,-50.0259530282387,-18.982846705871026,-61.35254994122672,-15.844693064889254,-11.192732141504802,-19.617992985290662,-10.611588271683177,-25.24127863402906,-13.507363557939074,-14.08157619644279,-32.14867197369953,-37.5778925956157,-12.346965825538144,-16.76845795972887,-13.59319783667804,-62.34443300349776,-30.941244281942367,-37.20120105631651,-25.449229266094928,-18.457590556586556,-13.437899285490325,-17.039487231859166,-25.098040683906543,-15.490287630889512,-33.160033350830716,-21.956415025946654,-16.23112885411004,-14.566224193532339,-11.834911626387692,-28.699241222129288,-16.93288991353723,-7.605585300843755,-17.586998384610826,-0.7908885809888382,-5.081553502150919,-8.096442494000694,-27.845882961103896,-30.521381454532317,-16.1449519473669,-28.377242255180107,-16.28435985077416,-10.305800056239912,-76.65633247198869,-14.899268372664803,-16.718830128344322,-20.966602648599345,-24.51091112029907,-10.145828977996631,-26.42947380082488,-3.048703415183014,-19.399626667239637,-10.558949368388012,-17.242311681742308,-9.823641071434153,-27.655591197074408,-23.495789123363075,-12.597156232973706,-8.06099868811038,-21.436919791088144,-24.160497008205002,1.7823873372185055,-27.97372362638465,-23.413506158448932,-73.73222225446884,-35.830102529640556,-38.52208278826004,-28.543319034766462,-15.95668832074552,-32.05773404803727,-10.292260184373909,-18.937507597315218,-26.83142306724305,-3.6401898761238876,-22.448782915147454,0.3043218587011882,-1.815213205475235,-38.816787124095,-7.847567077500664,-0.46517227568606945,-43.6047346734435,-7.891195794772279,-7.804102226020863,-70.71285123304789,-49.87482632151584,-49.2345194193224,-47.27918722604281,-24.654256130696318
